Title,Description,Label
"Heeding Beijing's call, law firms tone down China risks in IPO applications","A Chinese national flag flutters outside the China Securities Regulatory Commission (CSRC) building on the Financial Street in Beijing, China July 9, 2021. REUTERS/Tingshu Wang/File Photo

HONG KONG, Aug 15 (Reuters) - Law firms in China are scrambling to comply with Beijing's new guidance to tone down the language used to describe China-related business risks in companies' offshore listing documents, five people familiar with the matter said.

The moves come after China's securities regulator last month in a closed-door meeting asked domestic law firms to refrain from including negative descriptions of China's policies or its business and legal environment in the IPO prospectuses.

A failure to do so could mean their listings are not able to get a regulatory nod, the China Securities Regulatory Commission (CSRC) warned, Reuters had first reported, citing people with knowledge of the matter.

The law firms are now racing to change the wordings in some already submitted listing prospectuses and applications yet to be filed, said the five sources, who declined to be identified due to sensitivity of the matter.

Some potential issuers, which have yet to be given the green light from the CSRC, were earlier this month asked by the regulator to tweak the risk factors in their prospectuses to comply with the new offshore listing rules, said one of the sources.

China's new listing rules, which came into effect in March, stipulate that any ""distortion or misinterpretation"" on China's laws and policy, business environment, and judiciary was prohibited.

All major markets require listing aspirants to disclose to prospective investors risks related to the companies themselves, their business sectors, and the countries where they are headquartered in their offering prospectuses.

Beijing's demand for companies to tone down China business-related risks comes amid the country's stuttering economy, heightened geopolitical tensions and the government's sharpened focus on national security.

As part of the changes demanded by the regulator, lawyers are replacing descriptions of ""COVID lockdown measures"" in IPO applications with ""the COVID-19 pandemic"" to avoid references to harsh and controversial travel and business curbs during the pandemic, said the second source.

Also, instead of mentioning ""foreign exchange control"" in some IPO applications, local lawyers in China are proposing to use more neutral phrasing such as ""foreign exchange management"", the source added.

Prospective Chinese equity issuers in offshore markets, including the United States, are required to file to the CSRC days after they submit listing applications offshore and need China's green light to proceed with their fundraisings.

Some of the offshore IPO prospectuses, in which the changes on China risk disclosures are being made, are yet to be filed with the CSRC, the sources said.

The CSRC did not respond to Reuters' faxed request for comment.

RISK DISCLOSURES

Since the CSRC's meeting with law firms late last month, at least two IPO applications have tweaked the ways they describe how China makes policy changes, said the first source and a third person.

Those documents now say Chinese policies and regulations can be amended or adjusted from time to time, the two sources said, a marked shift in tone from previous wording that said the government and other local authorities can order rule changes randomly or without prior notice.

Other changes include removing a statement that entails the enforcement of arbitral awards in China is difficult, the first source said, adding, lawyers have instead put a description that China's judicial system is different from other jurisdictions.

For one prospective Hong Kong listing, lawyers have removed references to uncertainties around China's regulatory, political and economic environments and foreign exchange control in the prospectus, according to a fourth source.

In revised listing application rules that came into effect on Aug 1, Hong Kong's bourse removed a section on China risks previously required specifically for mainland-incorporated companies, a move it said would align disclosure rules for all IPO-aspirants.

In response to Reuters' request for comment, the Hong Kong Stock Exchange said on Tuesday that all listing applicants from all jurisdictions are required under Hong Kong's listing rules to disclose all material risks, including jurisdictional risks.

""There has been no change to this requirement.""

Four of the sources said the toning down on China business-related risks in the domestic companies' offshore listing applications could trigger queries from the U.S. regulator, which has warned companies of insufficient China-risk disclosures.

Reporting by Selena Li, Julie Zhu, Kane Wu, and Xie Yu in Hong Kong. Editing by Sumeet Chatterjee and Sam Holmes

Our Standards: The Thomson Reuters Trust Principles.",1
"Sterling rises on wage growth, yuan hits 9-month low after surprise China rate cut","[1/2] Chinese Yuan and U.S. dollar banknotes are seen in this illustration taken March 10, 2023. REUTERS/Dado Ruvic/Illustration

Companies Bank Of England Follow

LONDON, Aug 15 (Reuters) - Sterling rose on Tuesday after data showed British basic wages grew at a record pace, adding to the Bank of England's inflation worries, while the yuan sank to a nine-month trough after China's central bank unexpectedly cut key policy rates for a second time in three months.

In contrast, the Russian rouble initially firmed after Russia's central bank lifted its key interest rate by 350 basis points to 12% at an emergency meeting to try and halt the currency's weakening past 100 to the dollar after a public call from the Kremlin for tighter monetary policy.

The pound was last 0.12% higher at $1.2700, after rising as much as 0.28% to $1.2720 following data showing British wages excluding bonuses were 7.8% higher than a year earlier in the three months to June.

That represented the highest annual growth rate since comparable records began in 2001.

The UK unemployment rate, however, unexpectedly rose to 4.2% from 4.0% with analysts flagging rising wages and unemployment would make it harder for the BoE to decide on future interest rate increases after 14 back-to-back rate hikes.

""This morning’s numbers have not just given the central bank a headache, but a migraine,"" said Michael Hewson, chief market analyst at CMC Markets UK.

CHINESE SURPRISE

Elsewhere, the yuan weakened 0.4% to 7.3079 after falling as far as 7.3125 per dollar for the first time since Nov. 4 in offshore trading as the People's Bank of China (PBOC) cut its rates in an effort to boost a sputtering economic recovery.

The yuan briefly bounced back as major state-owned banks were seen selling dollars to support the local currency.

The dollar index , which measures the currency against six peers including euro and sterling, edged 0.06% lower by 103.11 after hitting a 1-1/2-month high at 103.46 on Monday, buoyed by demand for the safest assets following a spate of disappointing Chinese economic indicators that raised concerns about global growth.

Punctuating those worries, Chinese data on industrial output, retail sales and investment released shortly after the PBOC's rate cut showed unexpected slowdowns.

""We're fast approaching a phase where bets will be on for another round of stimulus"" in China, said Matt Simpson, senior market analyst at City Index.

Yield differentials point to a possible break of last year's low of 7.3746 yuan per dollar, ""but headlines that China's state banks have been supporting the yuan should serve as a reminder that Beijing will decide if or when that happens,"" he said.

Against the yen, the U.S. dollar pushed to a fresh nine-month high of 145.85.

Traders are looking for any hints of intervention, after the dollar's surge above 145 last autumn triggered the first yen buying by Japanese officials in a generation.

""We could definitely see more verbal interventions, but unless the move is driven by speculators and the yen is out of sync with other currencies, maybe there's still some way to go before the actual intervention comes,"" said Shinichiro Kadota, a currency strategist at Barclays.

""In any case, I think concerns about intervention is definitely putting a lid on the dollar-yen around these levels.""

Japanese Finance Minister Shunichi Suzuki said on Tuesday that authorities are not targeting absolute currency levels when it comes to intervening in the market.

The Russian rouble, which has recently been dragged down by the impact of Western sanctions on Russia's balance of trade and as military spending soars, was volatile after the central bank rate hike, initially strengthening but then starting to weaken, moving past 97 to the dollar.

Reporting by Joice Alves, additional reporting by Brigid Riley and Kevin Buckland; Editing by Susan Fenton

Our Standards: The Thomson Reuters Trust Principles.",1
BP backs green hydrogen start-up aiming to cut fuel's costs,"Plants line the lounge of British multinational oil and gas company BP at their booth during the LNG 2023 energy trade show in Vancouver, British Columbia, Canada, July 13, 2023. REUTERS/Chris Helgren/File Photo

LONDON, Aug 15 (Reuters) - BP (BP.L) has invested in a start-up company developing technology seeking to use vapour from heavy industry to sharply reduce the production costs of zero-carbon hydrogen.

BP Ventures, the British energy giant's venture capital arm, was among several investors in a $12.5 million Series A financing in U.S.-based Advanced Ionics, the companies said on Tuesday.

Other investors include Mitsubishi Heavy Industries (7011.T), Clean Energy Ventures and Gatemore Capital Management.

Green hydrogen, produced by splitting water through electrolysis using renewable energy, is expected to play a key role in decarbonising transport and industries.

But it is produced today on a very small scale and costs up to five times more than the most common hydrogen produced from natural gas, which is highly carbon-intensive.

The investment will allow Advanced Ionics to accelerate the small-scale deployment of its water vapour-based electrolysers for heavy industry.

The technology, Symbion, uses heat emitted from a plant's existing operations to drive the electricity use to less than 35 kilowatt hours (kWh) per kilogram of hydrogen compared with more than 50 kWh per kilogram for a typical electrolyser, according to Advanced Ionics.

It sharply reduces the cost of electricity for the electrolysis process, which accounts for more than 70% of green hydrogen production costs, the company said.

The lower electricity consumption will drive the cost of green hydrogen to less than $1 per kilogram, which is less than most fossil-fuel based production, it said.

Advanced Ionics is already running a pilot programme with Spanish oil and gas company Repsol (REP.MC).

BP, which aims to sharply reduce its carbon emissions in the coming decades, is betting big on green hydrogen. By 2030, it aims to produce between 0.5 and 0.7 million tonnes per year of primarily green hydrogen.

Reporting by Ron Bousso, Editing by Louise Heavens

Our Standards: The Thomson Reuters Trust Principles.









",1
Japan's Q2 GDP beats forecasts as exports zoom,"FILE PHOTO-A cargo ship and containers are seen at an industrial port in Tokyo, Japan, February 15, 2022. REUTERS/Kim Kyung-Hoon/File Photo

Summary April-June GDP growth at +6.0% annualised, +1.5% q/q

Exports drive Q2 growth, consumption falls

Solid GDP good news for policymakers

TOKYO, Aug 15 (Reuters) - Japan's economy grew much faster than expected in April-June, as brisk auto exports and tourist arrivals helped offset the drag from a slowing post-COVID consumer recovery, although global recession prospects cloud the outlook.

The 6.0% annualised growth in Japan's economy translated into a quarterly gain of 1.5%, much bigger than median estimates of 0.8% in a Reuters poll and bringing gross domestic product (GDP) to a record high.

It was the fastest expansion since the final quarter of 2020 and followed a revised 3.7% expansion in January-March.

While the headline GDP data provides some relief to policymakers seeking to balance economic growth with sustainable inflation, it masks underlying weakness in the household sector.

Japan’s Q2 GDP grows fastest in more than two years

Marcel Thieliant, head of Asia-Pacific at Capital Economics, said the export-driven momentum in growth is unlikely to be sustained.

""And while capital goods exports bounced back in June as the largest falls in overseas investment are now behind us, we do not expect a vigorous recovery,"" Thieliant said.

Private consumption, which makes up more than half of the economy, fell 0.5% quarter-on-quarter in the April-June period, as price hikes hit sales of food and household appliances.

Exports expanded 3.2% in the second quarter led by car exports and inbound tourism, while capital expenditure was flat.

Japanese automakers have benefited from a weaker yen, which has helped prop up profits amid declining sales in China and an increasingly tough shift to electric vehicles.

Strong U.S. and European demand has also supported exports while the post-COVID boom in foreign tourists has given the economy a much-needed tailwind.

That boost in external demand, or net exports, added 1.8 percentage points to second quarter growth. However, that net contribution was also flattered by a decline in imports for a third straight quarter, which have struggled due to yen weakness.

Meanwhile, domestic demand shaved 0.3 of a percentage point off growth.

""The biggest factor was a decline in imports that pushed up GDP. It doesn't mean a strong recovery in Japanese economy,"" said Takumi Tsunoda, senior economist at Shinkin Central Bank Research Institute.

""As such, the central bank will maintain the current monetary policy and adopt wait-and-see stance for the time being.""

Real wages turned positive for the first time in seven quarters and corporate appetite for investment was solid, Economy Minister Shigeyuki Goto said.

""Against this backdrop, we expect moderate economic recovery to continue although caution is needed on downside risks from global economy and effects of price hikes,"" Goto said.

The Bank of Japan took steps last month to allow long-term interest rates to rise more, a move seen by analysts as the beginning of a gradual shift away from massive monetary stimulus.

Reporting by Tetsushi Kajimoto and Kantaro Komiya; Graphics by Pasit Kongkunakornkul. Editing by Sam Holmes

Our Standards: The Thomson Reuters Trust Principles.









",1
"Global stocks stuck near 5-week lows, China cuts rates","[1/2] The German share price index DAX graph is pictured at the stock exchange in Frankfurt, Germany, July 5, 2023. REUTERS/Staff/File Photo

LONDON, Aug 15 (Reuters) - Global stocks were stuck near five-week lows on Tuesday as rising government bond yields unnerved investors, while rate cuts from China and disappointing data underscored the economic malaise gripping the world's second biggest economy.

Emerging markets remained in focus a day after Argentina devalued its currency by nearly 18%, while Russia's central bank on Tuesday raised interest rates by 350 basis points at an extraordinary meeting following a fresh slide in the rouble.

U.S. 10-year Treasury yields meanwhile rose to a nine-month high at around 4.22% , while Germany's benchmark 10-year bond yield rose to its highest since March as a selloff in bonds, driven in part by resilient U.S. economic growth, deepened.

European stocks fell almost 0.8% (.STOXX), U.S. stock futures pointed to a weak open on Wall Street , while Asian shares fell 0.4% (.MIAPJ0000PUS).

This all left MSCI's world equity index (.MIWD00000PUS), heading back towards five-week lows touched on Monday.

""We have seen resilient markets but the rise in bond yields and how that gets resolved will be important in the second half of the year,"" said Tim Graf, head of EMEA macro strategy at State Street Global Advisors.

CHINA CUTS, RUSSIA HIKES

Cuts to China's one-year loans to financial institutions, at 15 basis points, were the largest since the outset of the COVID pandemic. Industrial output and retail sales growth both slowed from a month earlier to a year-on-year pace of 3.7% and 2.5% respectively, missing expectations.

The yuan dropped to its lowest in 9-1/2 months, and sources told Reuters that China's major state-owned banks stepped into the spot market to steady the currency. It was last trading at around 7.2834 per dollar, having been as low as 7.2899.

""The rate cut had been coming but it was a bit sooner than expected and the data was significantly weaker than expected,"" said Chris Scicluna, head of research at Daiwa Capital Markets. ""Globally, markets are right to be concerned about where China growth is going in the current quarters.""

MSCI's broadest index of Asia-Pacific shares outside Japan (.MIAPJ0000PUS) was not far from a one-month low hit on Monday of 506.3 as worry about China's frozen property sector swept across regional markets.

Property investment, sales and fundraising extended their slide in July, data on Tuesday showed. New construction starts by floor area are down nearly 25% year-on-year and highlight how there is neither the appetite nor funds to build.

In Britain, sterling rose and two-year British government bond yields, which are sensitive to speculation about interest rate changes, hit their highest level in a month.

That followed data showing basic wages in Britain hit a new record growth rate, adding to worries for the Bank of England (BoE) about long-term inflation pressures even after 14 back-to-back increases in interest rates.

""We expect another hike in September and another one after that,"" said Scicluna.

China's weak data overshadowed a surprise in Japan, where tourism and car exports sent annualised growth surging to 6% in the second quarter, well above the 3.1% analysts had expected. That lifted the Nikkei (.N225) by 0.6%.

The yen showed little reaction and hit a nine-month low of around 145.86 to the dollar, capped as controlled Japanese yields leave a wide gap on rising U.S. yields.

The euro was up a fifth of a percent at $1.0925.

In Australia, wages growth came in steady for the last quarter, just below expectations, and added to the case for a pause in interest rate hikes for the time being.

Russia's central bank meanwhile hiked its key interest rate by 350 basis points to 12%, an emergency move to try and halt the rouble's recent slide after a public call from the Kremlin for tighter monetary policy.

The rouble pared gains after the decision to stand 0.3% weaker at 98.00, but still significantly above lows near 102 on Monday which had not been hit since the early weeks after Russia invaded Ukraine.

""Today's rate hike will only temporarily slow the bleeding,"" said Liam Peach, senior emerging markets economist at Capital Economics in London.

Brent crude futures were 40 cents weaker at $85.81 per barrel.

Additional reporting by Tom Westbrook in Sydney and Anisha Sircar in Bengaluru; Editing by Alexandra Hudson

Our Standards: The Thomson Reuters Trust Principles.









",1
AMC Entertainment to effect 10:1 reverse split on Aug. 24,"[1/3] The AMC theatre in Burbank, California, U.S., June 30, 2020. REUTERS/Mario Anzuoni

Aug 14 (Reuters) - AMC Entertainment Holdings (AMC.N) said on Monday its 10-to-1 reverse stock split will take place on Aug. 24 and its preferred shares ""APE"" will be converted to common stock on Aug. 25.

The common shares of the theatre chain operator fell 38% to $3.25 in premarket trading, while its preferred shares rose 18% to $2.09.

AMC aims to increase its Class A common stock to 550 million from about 524 million, it said in a regulatory filing.

The company would make a settlement payment of one Class A common stock for every 7.5 Class A shares to the entitled shareholders after the reverse stock split.

The move follows a revised stockholder settlement, which was approved by a Delaware judge last week.

AMC was sued in February for allegedly rigging a shareholder vote that would allow it to convert preferred stock to common stock and issue hundreds of millions of new shares.

Reporting by Chavi Mehta in Bengaluru; Editing by Arun Koyyur

Our Standards: The Thomson Reuters Trust Principles.",1
Oil steadies as China data sours sentiment,"A VLCC oil tanker is seen at a crude oil terminal in Ningbo Zhoushan port, Zhejiang province, China May 16, 2017. Picture taken May 16, 2017. REUTERS/Stringer /File Photo

Companies Country Garden Holdings Co Ltd Follow

LONDON, Aug 15 (Reuters) - Oil prices stabilised on Tuesday as sluggish Chinese economic figures were countered by Beijing unexpectedly cutting key policy rates for the second time in three months.

Brent crude futures dipped 29 cents to $85.92 per barrel by 0759 GMT. U.S. West Texas Intermediate crude slipped 36 cents to $82.15 a barrel.

Supply cuts by Saudi Arabia and Russia, part of the OPEC+ group comprising the Organization of the Petroleum Exporting Countries and allies, had helped galvanise a rally in prices over the past seven weeks.

China's industrial output and retail sales data on Tuesday showed the economy slowed further last month, intensifying pressure on already faltering growth and prompting authorities to cut key policy rates to shore up activity.

""When the oil market appears to be comfortable in rally of late, it is often the case that China is the number one fire douser, throwing a wet blanket over those dreaming for heady ($)90-handle crude and beyond,"" said John Evans of oil broker PVM.

In an effort to shore up support, the People's Bank of China (PBOC) lowered the rate on 401 billion yuan ($55.3 billion) in one-year medium-term lending facility (MLF) loans to some financial institutions by 15 basis points to 2.5%.

""The market was expecting the PBOC to wait until September before easing again, and today's cuts suggest that the authorities' concern about the state of the macroeconomy is mounting,"" said Robert Carnell, Asia Pacific head of research for ING Bank.

On a brighter note, refinery throughput in July at the world's biggest oil importer rose 17.4% from a year earlier, as refiners kept output elevated to meet demand for domestic summer travel and to cash in on high regional profit margins by exporting fuel.

Still, sentiment on China is souring, added PVM's Evans.

""Markets are...becoming bored of the tepid stimulus shown so far from officials who think if they keep talking big and delivering small repeatedly, investors will believe them.""

Reporting by Natalie Grover; Additional reporting by Muyu Xu and Katya Golubkova; editing by Tom Hogue and Jason Neely

Our Standards: The Thomson Reuters Trust Principles.",1
Embraer optimistic about quarters ahead as Q2 profit blows past estimates,"An Embraer E195-E2 Profit Hunter aircraft is displayed at the 54th International Paris Air Show at Le Bourget Airport near Paris, France, June 20, 2023. REUTERS/Benoit Tessier//File Photo

SAO PAULO, Aug 14 (Reuters) - Brazilian planemaker Embraer (EMBR3.SA) on Monday shot past market estimates for second-quarter results, with its chief executive voicing optimism about upcoming quarters for the company.

Francisco Gomes Neto said in an interview there is a ""good chance"" Embraer will deliver 80 or more commercial aircraft next year, up from a higher-end forecast of 70 in 2023, and return to a level of 100 or more by 2025, or 2026.

The world's third-largest plane manufacturer - after Airbus (AIR.PA) and Boeing (BA.N) - last topped 100 deliveries in 2017, before hitting snags in an attempted deal with Boeing and then COVID-19-related hold-ups.

""Despite the supply chain challenges, we are very optimistic about this year after a good Q2,"" Gomes Neto said. ""We expect Q3 to be good as well and an even better Q4, with new deals in the commercial and defense units expected in the second half.""

The Brazilian company had previously disclosed deliveries of 47 aircraft in the quarter, seen as a positive sign by analysts who believe Embraer will meet its target this year of delivering up to 200 jets overall - both commercial and business.

""We're working hard so next year we can better spread out production and deliveries throughout the year, which will further improve the company's performance,"" Gomes Neto added.

He said the company has already signed a deal with an undisclosed client that will increase its backlog by $700 million in the third quarter.

Shares in Embraer rose as much as 5.7% immediately after the earnings report before paring gains in a volatile session. Brazil's benchmark stock index Bovespa (.BVSP) dropped more than 1%.

The planemaker reported a 25% increase in second quarter adjusted net profit to $57.9 million, more than double the $24.3 million forecast by analysts polled by Refinitiv.

Adjusted earnings before interest, taxes, depreciation and amortization (EBITDA) came in at $148.9 million, up 20% from the previous year and above the market consensus of $116.2 million.

JPMorgan analysts highlighted its EBITDA margin of 11.5%, up 10 percentage points quarter-on-quarter, as particularly strong.

Embraer maintained its outlook for the year, with net revenue forecast to rise by as much as 27% to between $5.2 billion and $5.7 billion.

Embraer's quarterly figures and backlog indicate ""strong results for the year,"" analysts at BTG Pactual said.

Reporting by Gabriel Araujo; editing by Jason Neely, Barbara Lewis and Sharon Singleton

Our Standards: The Thomson Reuters Trust Principles.









",1
Investors least bearish since February 2022 - BofA,"A Bank of America logo is seen on the entrance to a Bank of America financial center in New York City, U.S., July 11, 2023. REUTERS/Brendan McDermid/File Photo

MILAN, Aug 15 (Reuters) - Sentiment among global investors improved in August to its least bearish since February 2022 with cash allocations falling to a 21-month low, a Bank of America survey showed on Tuesday.

The poll of fund managers with $545 billion of assets found that investors remain of the view that global growth will weaken in the next 12 months but expectations improved significantly.

Three out of four respondents expect a soft landing or no landing in global growth and the proportion of those expecting weaker growth fell markedly to net 45% from 60% in July.

Cash allocations fell to 4.8% from 5.3% last month and the underweight in equities narrowed to the smallest since April 2022. BofA said bearish positioning was a strong tailwind in the first half of 2023 but that was not the case in the second half.

There was capitulation in positioning on REITS to levels last seen during the Global Financial Crisis, as investors rotated into stocks and commodities, according to the poll.

Reporting by Danilo Masoni, editing by Alun John

Our Standards: The Thomson Reuters Trust Principles.",1
Activists back off Salesforce after share price recovery,"The Salesforce Tower New York building is pictured in Manhattan in New York City, U.S., April 14, 2023. REUTERS/Mike Segar/file photo

Companies Salesforce Inc Follow

NEW YORK, Aug 14 (Reuters) - Salesforce Inc (CRM.N) was heavily criticized by several activist investors in early 2023 but by the end of June, after results came in better than expected and a new director was added, filings show some cut their stakes or exited completely.

Starboard Value, among the first to publicly push the U.S. software company in October to do better calling for a greater focus on profitability, cut its stake by 20% to own roughly 2 million shares on June 30, according to a regulatory filing.

Third Point LLC, which had owned 800,000 shares earlier this year, no longer owned any shares on June 30, its filing shows.

The changes in ownership came after significant overhauls at Salesforce helped push its share price higher.

Inclusive Capital Management, one of four activists closely involved with Salesforce in early 2023 along with Starboard, Elliott Investment Management and ValueAct Capital, exited even earlier, according to filings.

After Inclusive owned 1.6 million shares at the end of 2022, Salesforce was no longer listed on filings detailing ownership for the first or second quarters.

Pressure built on Salesforce and its CEO Marc Benioff during the first months of 2023. But cost cuts, news that it was boosting its share buybacks and dismantling its mergers and acquisition committee, plus stronger-than-expected fourth quarter growth went a long way to quiet the activists, sources familiar with the matter said.

The company also added Mason Morfit, the co-chief executive officer of investment firm ValueAct, to its board during the first quarter. ValueAct's ownership stake remained unchanged at 3.5 million at the end of the second quarter, its filing shows.

However, a handful of other investors, including ones that might not have been pushing for change, cut their holdings between April and the end of June.

Sachem Head Capital Management cut its stake by 20% after Salesforce made up nearly 5% of its portfolio. Farallon Capital Management sold 44% of its stake in Salesforce during the second quarter, while Polen Capital cut its holding by 24% and Light Street Capital reduced its ownership stake by 15%.

Salesforce's stock price has surged 57% since January and the bulk of the move occurred during the first quarter when the activists were pushing for changes and the company delivered.

During the second quarter the stock price moved to $211 a share from $199 a share. It closed at $212.06 on Monday.

Reporting by Svea Herbst-Bayliss; Editing by Sonali Paul

Our Standards: The Thomson Reuters Trust Principles.",1
